site,date,detector_date,bug_date,bug_1,bug_2,bug_3,20110714,20110802,20110818,bug_count
PIKAP,20110720,SM6_20110720,20110714,20110714,20110802,20110818,20.399999999999999,17.399999999999999,16.199999999999999,20.399999999999999
BECKP,20110721,SM6_20110721,20110714,20110714,20110802,20110818,2.0,9.0,6.4000000000000004,2.0
BECKP,20110722,SM6_20110722,20110714,20110714,20110802,20110818,2.0,9.0,6.4000000000000004,2.0
BECKP,20110723,SM6_20110723,20110714,20110714,20110802,20110818,2.0,9.0,6.4000000000000004,2.0
JPHRR,20110724,SM6_20110724,20110802,20110714,20110802,20110818,7.5999999999999996,4.4000000000000004,3.6000000000000001,4.4000000000000004
JPHRR,20110725,SM6_20110725,20110802,20110714,20110802,20110818,7.5999999999999996,4.4000000000000004,3.6000000000000001,4.4000000000000004
JPHRR,20110726,SM6_20110726,20110802,20110714,20110802,20110818,7.5999999999999996,4.4000000000000004,3.6000000000000001,4.4000000000000004
JPHRR,20110727,SM6_20110727,20110802,20110714,20110802,20110818,7.5999999999999996,4.4000000000000004,3.6000000000000001,4.4000000000000004
COLAP,20110728,SM6_20110728,20110802,20110714,20110802,20110818,43.799999999999997,40.0,10.6,40.0
COLAP,20110729,SM6_20110729,20110802,20110714,20110802,20110818,43.799999999999997,40.0,10.6,40.0
COLAP,20110730,SM6_20110730,20110802,20110714,20110802,20110818,43.799999999999997,40.0,10.6,40.0
COLAP,20110731,SM6_20110731,20110802,20110714,20110802,20110818,43.799999999999997,40.0,10.6,40.0
CLAMX,20110803,SM6_20110803,20110802,20110714,20110802,20110818,5.0,,5.7999999999999998,
CLAMX,20110804,SM6_20110804,20110802,20110714,20110802,20110818,5.0,,5.7999999999999998,
CLAMX,20110805,SM6_20110805,20110802,20110714,20110802,20110818,5.0,,5.7999999999999998,
GRACR,20110806,SM6_20110806,20110802,20110714,20110802,20110818,14.199999999999999,21.600000000000001,16.0,21.600000000000001
GRACR,20110807,SM6_20110807,20110802,20110714,20110802,20110818,14.199999999999999,21.600000000000001,16.0,21.600000000000001
GRACR,20110808,SM6_20110808,20110802,20110714,20110802,20110818,14.199999999999999,21.600000000000001,16.0,21.600000000000001
GRACR,20110809,SM6_20110809,20110802,20110714,20110802,20110818,14.199999999999999,21.600000000000001,16.0,21.600000000000001
GRACR,20110810,SM6_20110810,20110802,20110714,20110802,20110818,14.199999999999999,21.600000000000001,16.0,21.600000000000001
GRACR,20110811,SM6_20110811,20110818,20110714,20110802,20110818,14.199999999999999,21.600000000000001,16.0,16.0
GRACR,20110812,SM6_20110812,20110818,20110714,20110802,20110818,14.199999999999999,21.600000000000001,16.0,16.0
HYDER,20110813,SM6_20110813,20110818,20110714,20110802,20110818,2.0,0.0,0.0,0.0
HYDER,20110814,SM6_20110814,20110818,20110714,20110802,20110818,2.0,0.0,0.0,0.0
HYDER,20110815,SM6_20110815,20110818,20110714,20110802,20110818,2.0,0.0,0.0,0.0
HYDER,20110816,SM6_20110816,20110818,20110714,20110802,20110818,2.0,0.0,0.0,0.0
FNSUR,20110817,SM6_20110817,20110818,20110714,20110802,20110818,1.0,1.8,0.80000000000000004,0.80000000000000004
FNSUR,20110818,SM6_20110818,20110818,20110714,20110802,20110818,1.0,1.8,0.80000000000000004,0.80000000000000004
FNSUR,20110819,SM6_20110819,20110818,20110714,20110802,20110818,1.0,1.8,0.80000000000000004,0.80000000000000004
SMMIR,20110820,SM6_20110820,20110818,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0,5.0
SMMIR,20110821,SM6_20110821,20110818,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0,5.0
SMMIR,20110822,SM6_20110822,20110818,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0,5.0
HOCRR,20110823,SM6_20110823,20110818,20110714,20110802,20110818,53.399999999999999,89.599999999999994,34.200000000000003,34.200000000000003
HOCRR,20110824,SM6_20110824,20110818,20110714,20110802,20110818,53.399999999999999,89.599999999999994,34.200000000000003,34.200000000000003
HOCRR,20110825,SM6_20110825,20110818,20110714,20110802,20110818,53.399999999999999,89.599999999999994,34.200000000000003,34.200000000000003
HOCRR,20110826,SM6_20110826,20110818,20110714,20110802,20110818,53.399999999999999,89.599999999999994,34.200000000000003,34.200000000000003
COHOX,20110827,SM6_20110827,20110818,20110714,20110802,20110818,,,,
COHOX,20110828,SM6_20110828,20110818,20110714,20110802,20110818,,,,
COHOX,20110829,SM6_20110829,20110818,20110714,20110802,20110818,,,,
