date_time,date,time,temp,external
20110714_032901,2011-Jul-15,03:29:01,20.899999999999999,0.40200000000000002
20110714_033401,2011-Jul-15,03:34:01,20.899999999999999,0.40200000000000002
20110714_033901,2011-Jul-15,03:39:01,20.899999999999999,0.40200000000000002
20110714_034401,2011-Jul-15,03:44:01,20.899999999999999,0.40200000000000002
20110714_034901,2011-Jul-15,03:49:01,20.800000000000001,0.40200000000000002
20110714_035401,2011-Jul-15,03:54:01,20.800000000000001,0.40200000000000002
20110714_035901,2011-Jul-15,03:59:01,20.800000000000001,0.40200000000000002
20110714_040401,2011-Jul-15,04:04:01,20.800000000000001,0.40200000000000002
20110714_040901,2011-Jul-15,04:09:01,20.800000000000001,0.40200000000000002
20110714_041401,2011-Jul-15,04:14:01,20.800000000000001,0.40200000000000002
20110714_041901,2011-Jul-15,04:19:01,20.600000000000001,0.40200000000000002
20110714_042401,2011-Jul-15,04:24:01,20.600000000000001,0.40200000000000002
20110714_042901,2011-Jul-15,04:29:01,20.600000000000001,0.39900000000000002
20110714_043401,2011-Jul-15,04:34:01,20.600000000000001,0.39900000000000002
20110714_043901,2011-Jul-15,04:39:01,20.600000000000001,0.39900000000000002
20110714_044401,2011-Jul-15,04:44:01,20.399999999999999,0.39900000000000002
20110714_044901,2011-Jul-15,04:49:01,20.399999999999999,0.39900000000000002
20110714_045401,2011-Jul-15,04:54:01,20.399999999999999,0.39900000000000002
20110714_045901,2011-Jul-15,04:59:01,20.399999999999999,0.39900000000000002
20110714_050401,2011-Jul-15,05:04:01,20.399999999999999,0.39600000000000002
20110714_050901,2011-Jul-15,05:09:01,20.399999999999999,0.39600000000000002
20110714_051401,2011-Jul-15,05:14:01,20.399999999999999,0.39600000000000002
20110714_051901,2011-Jul-15,05:19:01,20.399999999999999,0.39300000000000002
20110714_052401,2011-Jul-15,05:24:01,20.399999999999999,0.39300000000000002
20110714_052901,2011-Jul-15,05:29:01,20.399999999999999,0.39300000000000002
20110714_053401,2011-Jul-15,05:34:01,20.399999999999999,0.38900000000000001
20110714_053901,2011-Jul-15,05:39:01,20.399999999999999,0.38900000000000001
20110714_054401,2011-Jul-15,05:44:01,20.399999999999999,0.38900000000000001
20110714_054901,2011-Jul-15,05:49:01,20.399999999999999,0.38900000000000001
20110714_055401,2011-Jul-15,05:54:01,20.399999999999999,0.38900000000000001
20110714_055901,2011-Jul-15,05:59:01,20.399999999999999,0.38900000000000001
20110714_060101,2011-Jul-15,06:01:01,20.399999999999999,0.38600000000000001
20110714_060601,2011-Jul-15,06:06:01,19.600000000000001,0.73699999999999999
20110714_061101,2011-Jul-15,06:11:01,18.399999999999999,0.77300000000000002
20110714_061601,2011-Jul-15,06:16:01,17.899999999999999,0.77600000000000002
20110714_062101,2011-Jul-15,06:21:01,17.800000000000001,0.77900000000000003
20110714_062601,2011-Jul-15,06:26:01,17.399999999999999,0.78300000000000003
20110714_063101,2011-Jul-15,06:31:01,17.399999999999999,0.78600000000000003
20110714_063601,2011-Jul-15,06:36:01,17.300000000000001,0.78600000000000003
20110714_064101,2011-Jul-15,06:41:01,17.300000000000001,0.78900000000000003
20110714_064601,2011-Jul-15,06:46:01,17.100000000000001,0.78900000000000003
20110714_065101,2011-Jul-15,06:51:01,17.100000000000001,0.79200000000000004
20110714_065601,2011-Jul-15,06:56:01,17.100000000000001,0.79200000000000004
20110715_203301,2011-Jul-15,20:33:01,18.399999999999999,1.121
20110715_203801,2011-Jul-15,20:38:01,19.899999999999999,0.995
20110715_204301,2011-Jul-15,20:43:01,21.199999999999999,0.97899999999999998
20110715_204801,2011-Jul-15,20:48:01,21.699999999999999,0.97299999999999998
20110715_205301,2011-Jul-15,20:53:01,21.899999999999999,0.95999999999999996
20110715_205801,2011-Jul-15,20:58:01,22.100000000000001,0.93700000000000006
20110715_210301,2011-Jul-15,21:03:01,22.100000000000001,0.91500000000000004
20110715_210801,2011-Jul-15,21:08:01,22.199999999999999,0.89200000000000002
20110715_211301,2011-Jul-15,21:13:01,22.199999999999999,0.87
20110715_211801,2011-Jul-15,21:18:01,22.199999999999999,0.84699999999999998
20110715_212301,2011-Jul-15,21:23:01,22.100000000000001,0.82799999999999996
20110715_212801,2011-Jul-15,21:28:01,22.100000000000001,0.81200000000000006
20110715_213301,2011-Jul-15,21:33:01,22.100000000000001,0.79500000000000004
20110715_213801,2011-Jul-15,21:38:01,22.100000000000001,0.77900000000000003
20110715_214301,2011-Jul-15,21:43:01,21.899999999999999,0.76300000000000001
20110715_214801,2011-Jul-15,21:48:01,21.899999999999999,0.747
20110715_215301,2011-Jul-15,21:53:01,21.899999999999999,0.73399999999999999
20110715_215801,2011-Jul-15,21:58:01,21.699999999999999,0.72099999999999997
20110715_220301,2011-Jul-15,22:03:01,21.699999999999999,0.70799999999999996
20110715_220801,2011-Jul-15,22:08:01,21.699999999999999,0.69599999999999995
20110715_221301,2011-Jul-15,22:13:01,21.600000000000001,0.68600000000000005
20110715_221801,2011-Jul-15,22:18:01,21.600000000000001,0.67600000000000005
20110715_222301,2011-Jul-15,22:23:01,21.600000000000001,0.66700000000000004
20110715_222801,2011-Jul-15,22:28:01,21.600000000000001,0.65700000000000003
20110715_223301,2011-Jul-15,22:33:01,21.600000000000001,0.64700000000000002
20110715_223801,2011-Jul-15,22:38:01,21.399999999999999,0.63800000000000001
20110715_224301,2011-Jul-15,22:43:01,21.399999999999999,0.63100000000000001
20110715_224801,2011-Jul-15,22:48:01,21.399999999999999,0.621
20110715_225301,2011-Jul-15,22:53:01,21.199999999999999,0.61499999999999999
20110715_225801,2011-Jul-15,22:58:01,21.199999999999999,0.60899999999999999
20110715_230301,2011-Jul-15,23:03:01,21.199999999999999,0.60199999999999998
20110715_230801,2011-Jul-15,23:08:01,21.199999999999999,0.59599999999999997
20110715_231301,2011-Jul-15,23:13:01,21.100000000000001,0.58899999999999997
20110715_231801,2011-Jul-15,23:18:01,21.100000000000001,0.58299999999999996
20110715_232301,2011-Jul-15,23:23:01,21.100000000000001,0.57599999999999996
20110715_232801,2011-Jul-15,23:28:01,21.100000000000001,0.56999999999999995
20110715_233301,2011-Jul-15,23:33:01,21.100000000000001,0.56299999999999994
20110715_233801,2011-Jul-15,23:38:01,20.899999999999999,0.56000000000000005
20110715_234301,2011-Jul-15,23:43:01,20.899999999999999,0.55400000000000005
20110715_234801,2011-Jul-15,23:48:01,20.899999999999999,0.55100000000000005
20110715_235301,2011-Jul-15,23:53:01,20.899999999999999,0.54400000000000004
20110715_235801,2011-Jul-15,23:58:01,20.899999999999999,0.54100000000000004
20110715_000301,2011-Jul-16,00:03:01,20.899999999999999,0.53400000000000003
20110715_000801,2011-Jul-16,00:08:01,20.899999999999999,0.53100000000000003
20110715_001301,2011-Jul-16,00:13:01,20.899999999999999,0.52800000000000002
20110715_001801,2011-Jul-16,00:18:01,20.899999999999999,0.52500000000000002
20110715_002301,2011-Jul-16,00:23:01,20.899999999999999,0.51800000000000002
20110715_002801,2011-Jul-16,00:28:01,20.899999999999999,0.51500000000000001
20110715_003301,2011-Jul-16,00:33:01,20.800000000000001,0.51200000000000001
20110715_003801,2011-Jul-16,00:38:01,20.899999999999999,0.50900000000000001
20110715_004301,2011-Jul-16,00:43:01,20.800000000000001,0.50900000000000001
20110715_004801,2011-Jul-16,00:48:01,20.800000000000001,0.505
20110715_005301,2011-Jul-16,00:53:01,20.800000000000001,0.502
20110715_005801,2011-Jul-16,00:58:01,20.800000000000001,0.499
20110715_010301,2011-Jul-16,01:03:01,20.800000000000001,0.496
20110715_010801,2011-Jul-16,01:08:01,20.600000000000001,0.496
20110715_011301,2011-Jul-16,01:13:01,20.600000000000001,0.49299999999999999
20110715_011801,2011-Jul-16,01:18:01,20.600000000000001,0.49299999999999999
20110715_012301,2011-Jul-16,01:23:01,20.600000000000001,0.48899999999999999
20110715_012801,2011-Jul-16,01:28:01,20.600000000000001,0.48599999999999999
20110715_013301,2011-Jul-16,01:33:01,20.600000000000001,0.48599999999999999
20110715_013801,2011-Jul-16,01:38:01,20.600000000000001,0.48299999999999998
20110715_014301,2011-Jul-16,01:43:01,20.399999999999999,0.48299999999999998
20110715_014801,2011-Jul-16,01:48:01,20.399999999999999,0.47999999999999998
20110715_015301,2011-Jul-16,01:53:01,20.399999999999999,0.47999999999999998
20110715_015801,2011-Jul-16,01:58:01,20.399999999999999,0.47599999999999998
20110715_020301,2011-Jul-16,02:03:01,20.399999999999999,0.47599999999999998
20110715_020801,2011-Jul-16,02:08:01,20.399999999999999,0.47299999999999998
20110715_021301,2011-Jul-16,02:13:01,20.399999999999999,0.47299999999999998
20110715_021801,2011-Jul-16,02:18:01,20.399999999999999,0.46999999999999997
20110715_022301,2011-Jul-16,02:23:01,20.399999999999999,0.46999999999999997
20110715_022801,2011-Jul-16,02:28:01,20.399999999999999,0.46999999999999997
20110715_023301,2011-Jul-16,02:33:01,20.300000000000001,0.46700000000000003
20110715_023801,2011-Jul-16,02:38:01,20.300000000000001,0.46700000000000003
20110715_024301,2011-Jul-16,02:43:01,20.300000000000001,0.46400000000000002
20110715_024801,2011-Jul-16,02:48:01,20.300000000000001,0.46400000000000002
20110715_025301,2011-Jul-16,02:53:01,20.300000000000001,0.46000000000000002
20110715_025801,2011-Jul-16,02:58:01,20.300000000000001,0.46000000000000002
20110715_030301,2011-Jul-16,03:03:01,20.300000000000001,0.45700000000000002
20110715_030801,2011-Jul-16,03:08:01,20.300000000000001,0.45700000000000002
20110715_031301,2011-Jul-16,03:13:01,20.300000000000001,0.45700000000000002
20110715_031801,2011-Jul-16,03:18:01,20.300000000000001,0.45700000000000002
20110715_032301,2011-Jul-16,03:23:01,20.300000000000001,0.45400000000000001
20110715_032801,2011-Jul-16,03:28:01,20.300000000000001,0.45400000000000001
20110715_033301,2011-Jul-16,03:33:01,20.300000000000001,0.45100000000000001
20110715_033801,2011-Jul-16,03:38:01,20.100000000000001,0.45100000000000001
20110715_034301,2011-Jul-16,03:43:01,20.100000000000001,0.45100000000000001
20110715_034801,2011-Jul-16,03:48:01,20.100000000000001,0.45100000000000001
20110715_035301,2011-Jul-16,03:53:01,20.100000000000001,0.45100000000000001
20110715_035801,2011-Jul-16,03:58:01,20.100000000000001,0.44700000000000001
20110715_040301,2011-Jul-16,04:03:01,20.100000000000001,0.44700000000000001
20110715_040801,2011-Jul-16,04:08:01,20.100000000000001,0.44700000000000001
20110715_041301,2011-Jul-16,04:13:01,20.100000000000001,0.44700000000000001
20110715_041801,2011-Jul-16,04:18:01,19.899999999999999,0.44400000000000001
20110715_042301,2011-Jul-16,04:23:01,19.899999999999999,0.44400000000000001
20110715_042801,2011-Jul-16,04:28:01,19.899999999999999,0.44400000000000001
20110715_043301,2011-Jul-16,04:33:01,19.899999999999999,0.44400000000000001
20110715_043801,2011-Jul-16,04:38:01,19.899999999999999,0.44400000000000001
20110715_044301,2011-Jul-16,04:43:01,19.899999999999999,0.44400000000000001
20110715_044801,2011-Jul-16,04:48:01,19.899999999999999,0.441
20110715_045301,2011-Jul-16,04:53:01,19.899999999999999,0.441
20110715_045801,2011-Jul-16,04:58:01,19.899999999999999,0.441
20110715_050301,2011-Jul-16,05:03:01,19.899999999999999,0.441
20110715_050801,2011-Jul-16,05:08:01,19.899999999999999,0.441
20110715_051301,2011-Jul-16,05:13:01,19.899999999999999,0.441
20110715_051801,2011-Jul-16,05:18:01,19.800000000000001,0.441
20110715_052301,2011-Jul-16,05:23:01,19.800000000000001,0.441
20110715_052801,2011-Jul-16,05:28:01,19.800000000000001,0.438
20110715_053301,2011-Jul-16,05:33:01,19.800000000000001,0.438
20110715_053801,2011-Jul-16,05:38:01,19.800000000000001,0.438
20110715_054301,2011-Jul-16,05:43:01,19.800000000000001,0.438
20110715_054801,2011-Jul-16,05:48:01,19.600000000000001,0.438
20110715_055301,2011-Jul-16,05:53:01,19.600000000000001,0.438
20110715_055801,2011-Jul-16,05:58:01,19.600000000000001,0.438
20110715_060201,2011-Jul-16,06:02:01,19.600000000000001,0.435
20110715_060701,2011-Jul-16,06:07:01,18.600000000000001,0.79200000000000004
20110715_061201,2011-Jul-16,06:12:01,17.600000000000001,0.82099999999999995
20110715_061701,2011-Jul-16,06:17:01,17.100000000000001,0.82099999999999995
20110715_062201,2011-Jul-16,06:22:01,16.800000000000001,0.82099999999999995
20110715_062701,2011-Jul-16,06:27:01,16.600000000000001,0.82499999999999996
20110715_063201,2011-Jul-16,06:32:01,16.5,0.82499999999999996
20110715_063701,2011-Jul-16,06:37:01,16.5,0.82799999999999996
20110715_064201,2011-Jul-16,06:42:01,16.300000000000001,0.82799999999999996
20110715_064701,2011-Jul-16,06:47:01,16.300000000000001,0.83099999999999996
20110715_065201,2011-Jul-16,06:52:01,16.300000000000001,0.83099999999999996
20110715_065701,2011-Jul-16,06:57:01,16.300000000000001,0.83399999999999996
20110716_203301,2011-Jul-16,20:33:01,20.899999999999999,1.202
20110716_203801,2011-Jul-16,20:38:01,22.100000000000001,1.073
20110716_204301,2011-Jul-16,20:43:01,23.199999999999999,1.05
20110716_204801,2011-Jul-16,20:48:01,23.699999999999999,1.0369999999999999
20110716_205301,2011-Jul-16,20:53:01,23.899999999999999,1.0209999999999999
20110716_205801,2011-Jul-16,20:58:01,23.899999999999999,0.999
20110716_210301,2011-Jul-16,21:03:01,24.100000000000001,0.97599999999999998
20110716_210801,2011-Jul-16,21:08:01,23.899999999999999,0.95299999999999996
20110716_211301,2011-Jul-16,21:13:01,23.899999999999999,0.93100000000000005
20110716_211801,2011-Jul-16,21:18:01,23.899999999999999,0.91200000000000003
20110716_212301,2011-Jul-16,21:23:01,23.699999999999999,0.89200000000000002
20110716_212801,2011-Jul-16,21:28:01,23.699999999999999,0.873
20110716_213301,2011-Jul-16,21:33:01,23.600000000000001,0.85399999999999998
20110716_213801,2011-Jul-16,21:38:01,23.600000000000001,0.83699999999999997
20110716_214301,2011-Jul-16,21:43:01,23.399999999999999,0.82099999999999995
20110716_214801,2011-Jul-16,21:48:01,23.199999999999999,0.80800000000000005
20110716_215301,2011-Jul-16,21:53:01,23.199999999999999,0.79500000000000004
20110716_215801,2011-Jul-16,21:58:01,23.100000000000001,0.78300000000000003
20110716_220301,2011-Jul-16,22:03:01,22.899999999999999,0.77000000000000002
20110716_220801,2011-Jul-16,22:08:01,22.699999999999999,0.75700000000000001
20110716_221301,2011-Jul-16,22:13:01,22.600000000000001,0.74399999999999999
20110716_221801,2011-Jul-16,22:18:01,22.600000000000001,0.73099999999999998
20110716_222301,2011-Jul-16,22:23:01,22.399999999999999,0.71799999999999997
20110716_222801,2011-Jul-16,22:28:01,22.399999999999999,0.70199999999999996
20110716_223301,2011-Jul-16,22:33:01,22.199999999999999,0.68899999999999995
20110716_223801,2011-Jul-16,22:38:01,22.199999999999999,0.67600000000000005
20110716_224301,2011-Jul-16,22:43:01,22.199999999999999,0.66700000000000004
20110716_224801,2011-Jul-16,22:48:01,22.100000000000001,0.65700000000000003
20110716_225301,2011-Jul-16,22:53:01,22.100000000000001,0.64700000000000002
20110716_225801,2011-Jul-16,22:58:01,22.100000000000001,0.63800000000000001
20110716_230301,2011-Jul-16,23:03:01,22.100000000000001,0.63100000000000001
20110716_230801,2011-Jul-16,23:08:01,22.100000000000001,0.625
20110716_231301,2011-Jul-16,23:13:01,21.899999999999999,0.61799999999999999
20110716_231801,2011-Jul-16,23:18:01,21.899999999999999,0.61199999999999999
20110716_232301,2011-Jul-16,23:23:01,21.699999999999999,0.60499999999999998
20110716_232801,2011-Jul-16,23:28:01,21.699999999999999,0.59899999999999998
20110716_233301,2011-Jul-16,23:33:01,21.600000000000001,0.59599999999999997
20110716_233801,2011-Jul-16,23:38:01,21.600000000000001,0.58899999999999997
20110716_234301,2011-Jul-16,23:43:01,21.399999999999999,0.58599999999999997
20110716_234801,2011-Jul-16,23:48:01,21.399999999999999,0.57999999999999996
20110716_235301,2011-Jul-16,23:53:01,21.199999999999999,0.57599999999999996
20110716_235801,2011-Jul-16,23:58:01,21.199999999999999,0.56699999999999995
20110716_000301,2011-Jul-17,00:03:01,21.100000000000001,0.56299999999999994
20110716_000801,2011-Jul-17,00:08:01,21.100000000000001,0.55700000000000005
20110716_001301,2011-Jul-17,00:13:01,20.899999999999999,0.55400000000000005
20110716_001801,2011-Jul-17,00:18:01,20.899999999999999,0.55100000000000005
20110716_002301,2011-Jul-17,00:23:01,20.899999999999999,0.54400000000000004
20110716_002801,2011-Jul-17,00:28:01,20.800000000000001,0.54100000000000004
20110716_003301,2011-Jul-17,00:33:01,20.800000000000001,0.53800000000000003
20110716_003801,2011-Jul-17,00:38:01,20.800000000000001,0.53400000000000003
20110716_004301,2011-Jul-17,00:43:01,20.600000000000001,0.53100000000000003
20110716_004801,2011-Jul-17,00:48:01,20.600000000000001,0.52500000000000002
20110716_005301,2011-Jul-17,00:53:01,20.600000000000001,0.52200000000000002
20110716_005801,2011-Jul-17,00:58:01,20.399999999999999,0.51800000000000002
20110716_010301,2011-Jul-17,01:03:01,20.399999999999999,0.51500000000000001
20110716_010801,2011-Jul-17,01:08:01,20.399999999999999,0.50900000000000001
20110716_011301,2011-Jul-17,01:13:01,20.399999999999999,0.505
20110716_011801,2011-Jul-17,01:18:01,20.399999999999999,0.502
20110716_012301,2011-Jul-17,01:23:01,20.399999999999999,0.499
20110716_012801,2011-Jul-17,01:28:01,20.399999999999999,0.496
20110716_013301,2011-Jul-17,01:33:01,20.399999999999999,0.49299999999999999
20110716_013801,2011-Jul-17,01:38:01,20.399999999999999,0.48899999999999999
20110716_014301,2011-Jul-17,01:43:01,20.399999999999999,0.48599999999999999
20110716_014801,2011-Jul-17,01:48:01,20.600000000000001,0.48299999999999998
20110716_015301,2011-Jul-17,01:53:01,20.800000000000001,0.47999999999999998
20110716_015801,2011-Jul-17,01:58:01,20.800000000000001,0.47599999999999998
20110716_020301,2011-Jul-17,02:03:01,20.800000000000001,0.47299999999999998
20110716_020801,2011-Jul-17,02:08:01,20.899999999999999,0.46999999999999997
20110716_021301,2011-Jul-17,02:13:01,20.899999999999999,0.46999999999999997
20110716_021801,2011-Jul-17,02:18:01,20.899999999999999,0.46700000000000003
20110716_022301,2011-Jul-17,02:23:01,20.899999999999999,0.46400000000000002
20110716_022801,2011-Jul-17,02:28:01,21.100000000000001,0.46400000000000002
20110716_023301,2011-Jul-17,02:33:01,21.100000000000001,0.46000000000000002
20110716_023801,2011-Jul-17,02:38:01,21.100000000000001,0.46000000000000002
20110716_024301,2011-Jul-17,02:43:01,21.199999999999999,0.45700000000000002
20110716_024801,2011-Jul-17,02:48:01,21.199999999999999,0.45700000000000002
20110716_025301,2011-Jul-17,02:53:01,21.199999999999999,0.45700000000000002
20110716_025801,2011-Jul-17,02:58:01,21.399999999999999,0.45400000000000001
20110716_030301,2011-Jul-17,03:03:01,21.399999999999999,0.45400000000000001
20110716_030801,2011-Jul-17,03:08:01,21.399999999999999,0.45100000000000001
20110716_031301,2011-Jul-17,03:13:01,21.399999999999999,0.45100000000000001
20110716_031801,2011-Jul-17,03:18:01,21.399999999999999,0.45100000000000001
20110716_032301,2011-Jul-17,03:23:01,21.600000000000001,0.45100000000000001
20110716_032801,2011-Jul-17,03:28:01,21.600000000000001,0.45100000000000001
20110716_033301,2011-Jul-17,03:33:01,21.600000000000001,0.44700000000000001
20110716_033801,2011-Jul-17,03:38:01,21.600000000000001,0.44700000000000001
20110716_034301,2011-Jul-17,03:43:01,21.600000000000001,0.44700000000000001
20110716_034801,2011-Jul-17,03:48:01,21.600000000000001,0.44700000000000001
20110716_035301,2011-Jul-17,03:53:01,21.600000000000001,0.44700000000000001
20110716_035801,2011-Jul-17,03:58:01,21.600000000000001,0.44700000000000001
20110716_040301,2011-Jul-17,04:03:01,21.600000000000001,0.44700000000000001
20110716_040801,2011-Jul-17,04:08:01,21.600000000000001,0.44700000000000001
20110716_041301,2011-Jul-17,04:13:01,21.600000000000001,0.44700000000000001
20110716_041801,2011-Jul-17,04:18:01,21.600000000000001,0.44700000000000001
20110716_042301,2011-Jul-17,04:23:01,21.600000000000001,0.44700000000000001
20110716_042801,2011-Jul-17,04:28:01,21.600000000000001,0.44700000000000001
20110716_043301,2011-Jul-17,04:33:01,21.600000000000001,0.44700000000000001
20110716_043801,2011-Jul-17,04:38:01,21.399999999999999,0.44700000000000001
20110716_044301,2011-Jul-17,04:43:01,21.399999999999999,0.44700000000000001
20110716_044801,2011-Jul-17,04:48:01,21.399999999999999,0.44700000000000001
20110716_045301,2011-Jul-17,04:53:01,21.399999999999999,0.44700000000000001
20110716_045801,2011-Jul-17,04:58:01,21.399999999999999,0.44700000000000001
20110716_050301,2011-Jul-17,05:03:01,21.399999999999999,0.44700000000000001
20110716_050801,2011-Jul-17,05:08:01,21.399999999999999,0.44700000000000001
20110716_051301,2011-Jul-17,05:13:01,21.399999999999999,0.44700000000000001
20110716_051801,2011-Jul-17,05:18:01,21.399999999999999,0.44700000000000001
20110716_052301,2011-Jul-17,05:23:01,21.399999999999999,0.44400000000000001
20110716_052801,2011-Jul-17,05:28:01,21.199999999999999,0.44400000000000001
20110716_053301,2011-Jul-17,05:33:01,21.199999999999999,0.44400000000000001
20110716_053801,2011-Jul-17,05:38:01,21.199999999999999,0.44400000000000001
20110716_054301,2011-Jul-17,05:43:01,21.199999999999999,0.44400000000000001
20110716_054801,2011-Jul-17,05:48:01,21.199999999999999,0.44400000000000001
