,site,date,detector_date,bug_date,bug_1,bug_2,bug_3,20110714,20110802,20110818
251,SMMIP,20110727,SM4_20110727,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
252,SMMIP,20110820,SM5_20110820,20110818,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
253,SMMIP,20110821,SM5_20110821,20110818,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
254,SMMIP,20110822,SM5_20110822,20110818,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
255,SMMIR,20110724,SM1_20110724,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
256,SMMIR,20110725,SM1_20110725,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
257,SMMIR,20110726,SM1_20110726,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
258,SMMIR,20110727,SM1_20110727,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
259,SMMIR,20110820,SM6_20110820,20110818,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
260,SMMIR,20110821,SM6_20110821,20110818,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
261,SMMIR,20110822,SM6_20110822,20110818,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
262,SMMIX,20110724,SM2_20110724,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
263,SMMIX,20110725,SM2_20110725,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
264,SMMIX,20110726,SM2_20110726,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
265,SMMIX,20110727,SM2_20110727,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
266,SMMIX,20110724,SM5_20110724,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
267,SMMIX,20110725,SM5_20110725,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
268,SMMIX,20110726,SM5_20110726,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
269,SMMIX,20110727,SM5_20110727,20110802,20110714,20110802,20110818,3.7999999999999998,9.8000000000000007,5.0
